,passenger_count,year,Month,Date,Day,Hour,distance,Predicted_fare
2784,1,2011,10,7,4,22,1.3604287872401695,2.271730035829063
2785,1,2009,2,8,6,8,0.7667379247705133,1.8393969387804587
2786,1,2013,9,24,1,21,1.0869084809996223,2.267050759670057
2787,1,2013,9,24,1,21,1.3674579439955812,2.448426681588824
2788,1,2013,9,24,1,21,1.3301279642816608,2.410176494953527
2789,1,2013,9,24,1,21,1.593315396247999,2.609629608644412
2790,1,2013,9,24,1,21,1.6336125663488068,2.665721220664143
2791,1,2013,9,24,1,21,1.4065261163307199,2.4529485265423374
2792,1,2012,3,14,2,19,1.8334280613274319,2.6971895024104424
2793,1,2012,3,14,2,19,0.5342982806061554,1.7364340845621928
2794,1,2012,3,14,2,19,1.2638769525618108,2.30859582737145
2795,1,2012,3,14,2,19,0.9303015645884141,2.0060723698817498
2796,1,2012,3,14,2,19,0.8476542505689814,1.9749102235279943
2797,1,2012,3,14,2,19,1.2230135518835592,2.2466135780673446
2798,1,2012,3,14,2,19,1.6282847831934348,2.515638768340413
2799,1,2009,11,12,3,11,0.9196774370832446,1.9722869570407506
2800,1,2009,11,12,3,11,0.5557987363227691,1.7640380532116593
2801,1,2009,6,21,6,4,1.9273524352867273,2.6896886996254157
2802,1,2009,6,21,6,4,1.8319283285172139,2.565671495788383
2803,1,2014,1,25,5,12,1.1684199909507287,2.3244761853562097
2804,1,2014,1,25,5,12,1.0302435004200658,2.2175006770136854
2805,1,2012,12,27,3,13,1.2117444890565754,2.3282757989200924
2806,1,2011,6,28,1,16,0.6851556370426876,1.8298894176271248
2807,1,2010,12,1,2,8,1.3954153896520367,2.3774828715772327
2808,1,2012,11,19,0,12,0.49106910875568544,1.7190194125743516
2809,1,2012,11,19,0,12,0.5776336834211506,1.8226769757799106
2810,1,2012,11,19,0,12,0.9688241480678355,2.0926759958392935
2811,1,2012,11,19,0,12,1.536118212210622,2.4797468842299253
2812,1,2012,11,19,0,12,2.892332154102807,2.775616689629524
2813,1,2009,7,13,0,17,1.4350260531852952,2.3997199587186615
2814,1,2009,7,13,0,17,1.0388778216139176,2.07821476846202
2815,1,2009,7,13,0,17,1.142404190481283,2.1704467094559696
2816,1,2011,6,25,5,11,0.5951424739073968,1.7605389754757363
2817,1,2011,6,25,5,11,2.3846276522971808,2.7803103337902777
2818,1,2012,1,26,3,7,1.7316242638847332,2.5840267213354733
2819,1,2012,1,26,3,7,1.3224946685530177,2.2611888456495057
2820,1,2012,1,26,3,7,0.906427610470896,1.9897104893608524
2821,1,2012,1,26,3,7,1.0119635684984156,1.9746459543261974
2822,1,2012,1,26,3,7,1.2211027252136355,2.2100646886859887
2823,1,2012,1,26,3,7,0.8199358487456839,1.931963707441365
2824,1,2012,1,26,3,7,0.5473234447249052,1.6969369124427898
2825,1,2012,1,26,3,7,1.9783347103895075,2.750267052922818
2826,1,2012,1,26,3,7,0.9745090934987991,1.9942476137380007
2827,1,2012,1,26,3,7,1.160504737132255,2.172593428352264
2828,1,2012,1,26,3,7,1.2570882342072038,2.237331918634809
2829,1,2012,1,26,3,7,2.013384898839615,2.7662474922240037
2830,1,2012,1,26,3,7,1.7394532140761036,2.585204796570517
2831,1,2012,1,26,3,7,0.33762630853682235,1.616930585628535
2832,1,2012,1,26,3,7,0.601271026083946,1.7499959710432882
2833,1,2012,1,26,3,7,1.2205058944796883,2.2100646886859887
2834,1,2012,1,26,3,7,1.0524727495382864,2.0448104833309357
2835,1,2012,1,26,3,7,2.3898039595107994,2.7874403319524705
2836,1,2012,1,26,3,7,0.9064935809519475,1.9897104893608524
2837,1,2012,1,26,3,7,1.4251131196484041,2.3625996475051507
2838,1,2012,1,26,3,7,2.403358682462579,2.7874403319524705
2839,1,2012,1,26,3,7,1.5422003270738678,2.3901916747553935
2840,1,2012,1,26,3,7,0.7162374761123083,1.8021473073885315
2841,1,2012,1,26,3,7,1.44105919901019,2.3625996475051507
2842,1,2012,1,26,3,7,1.5388815913221072,2.3901916747553935
2843,1,2012,1,26,3,7,2.7150007999024934,2.7874403319524705
2844,1,2012,1,26,3,7,1.8360659467900042,2.6774838227378894
2845,1,2012,1,26,3,7,2.2461507321780307,2.7874403319524705
2846,1,2012,1,26,3,7,1.46068714218578,2.3625996475051507
2847,1,2012,1,26,3,7,2.1116070768183786,2.792862518559075
2848,1,2012,1,26,3,7,1.524415029203337,2.387406844214866
2849,1,2012,1,26,3,7,1.1243762213903332,2.1237874187224928
2850,1,2012,1,26,3,7,1.0938764015260953,2.0653110621993083
2851,1,2012,1,26,3,7,1.6988351966121575,2.5424265825758985
2852,1,2012,1,26,3,7,0.6575125483284638,1.7692720119774366
2853,1,2012,1,26,3,7,1.2924647282048707,2.2569469678110656
2854,1,2012,1,26,3,7,0.8879635797805785,1.9930166324183323
2855,1,2012,1,26,3,7,1.1417324123454984,2.1645397799089205
2856,1,2012,1,26,3,7,1.1785011595557937,2.1772920922364447
2857,1,2012,1,26,3,7,1.6823558430985974,2.530073540262882
2858,1,2012,1,26,3,7,0.9104973139763631,1.9897104893608524
2859,1,2012,1,26,3,7,1.393910217961971,2.3402817881411715
2860,1,2012,1,26,3,7,0.9961263766717072,1.980487388962226
2861,1,2012,1,26,3,7,2.4082118694979475,2.7874403319524705
2862,1,2012,1,26,3,7,0.5468006208961373,1.6969369124427898
2863,1,2012,1,26,3,7,0.803410428453623,1.8387558829235189
2864,1,2012,1,26,3,7,1.4642222819160833,2.3690849448694835
2865,1,2012,1,26,3,7,1.5888146469462074,2.393909296728068
2866,1,2012,1,26,3,7,1.21319962878323,2.2193199415928633
2867,1,2012,1,26,3,7,1.8168244124144348,2.6746606512922164
2868,1,2012,1,26,3,7,0.3385225545293554,1.616930585628535
2869,1,2012,1,26,3,7,1.1521439905207502,2.172593428352264
2870,1,2012,1,26,3,7,1.2323423891188823,2.219415539412088
2871,1,2012,1,26,3,7,0.9489225498910451,2.0047817241055808
2872,1,2012,1,26,3,7,0.2981008255560071,1.616930585628535
2873,1,2012,1,26,3,7,0.9799578407576258,2.000056986210951
2874,1,2012,1,26,3,7,1.8427041122349523,2.6774838227378894
2875,1,2012,1,26,3,7,0.606732935768989,1.751398896359281
2876,1,2012,1,26,3,7,0.7911083999164757,1.8387558829235189
2877,1,2012,1,26,3,7,0.32189398687276083,1.616930585628535
2878,1,2012,1,26,3,7,1.5592241126405837,2.3901916747553935
2879,1,2012,1,26,3,7,1.2061974511962579,2.2081000757675993
2880,1,2012,1,26,3,7,0.7744097258896088,1.8358177654569559
2881,1,2012,1,26,3,7,1.4635081696416616,2.3690849448694835
2882,1,2012,1,26,3,7,0.2288857343032494,1.6221500875831363
2883,1,2012,1,26,3,7,0.7258068349924386,1.8139907503545813
2884,1,2012,1,26,3,7,2.320333720230693,2.7874403319524705
2885,1,2012,1,26,3,7,1.1500973695816106,2.172593428352264
2886,1,2012,1,26,3,7,0.6384538325633944,1.7692720119774366
2887,1,2012,1,26,3,7,0.4789785647733889,1.6544568022932864
2888,1,2012,1,26,3,7,2.419449345113768,2.7874403319524705
2889,1,2012,1,26,3,7,1.473982121221662,2.3695883234479505
2890,1,2012,1,26,3,7,1.9719776444066421,2.7525077403345173
2891,1,2012,1,26,3,7,0.8769963266774057,1.9930166324183323
2892,1,2012,1,26,3,7,0.8770935315059448,1.9930166324183323
2893,1,2012,1,26,3,7,1.5307649254602802,2.3824459045424087
2894,1,2012,1,26,3,7,0.8230545225710428,1.931963707441365
2895,1,2012,1,26,3,7,0.7397321943850406,1.8342225582086027
2896,1,2012,1,26,3,7,1.46148673170036,2.3690849448694835
2897,1,2012,1,26,3,7,1.6014474835870198,2.408168260471118
2898,1,2012,1,26,3,7,1.2392696674463954,2.2236194284278983
2899,1,2012,1,26,3,7,1.4530436262444728,2.3625996475051507
2900,1,2012,1,26,3,7,1.1001758732871647,2.0653110621993083
2901,1,2012,1,26,3,7,1.7133948577887606,2.5441309880964442
2902,1,2012,1,26,3,7,2.254348436457329,2.7874403319524705
2903,1,2012,1,26,3,7,0.5802471210332594,1.7723204134783166
2904,1,2012,1,26,3,7,0.9748366040419465,2.000056986210951
2905,1,2012,1,26,3,7,1.2676195773829264,2.2569469678110656
2906,1,2012,1,26,3,7,1.3554654371641222,2.2568627313453673
2907,1,2012,1,26,3,7,1.7217352768063063,2.547744333988484
2908,1,2012,1,26,3,7,0.6154144636044364,1.758525699577539
2909,1,2012,1,26,3,7,0.7068192161977337,1.7891771465212585
2910,1,2012,1,26,3,7,1.7085316717064014,2.5424265825758985
2911,1,2012,1,26,3,7,1.0053413769602597,1.980487388962226
2912,1,2012,1,26,3,7,2.6581881700980947,2.7874403319524705
2913,1,2012,1,26,3,7,0.7167486556054363,1.837462114831209
2914,1,2012,1,26,3,7,0.5308798649752687,1.6925713656619281
2915,1,2012,1,26,3,7,0.6507808818247457,1.7692720119774366
2916,1,2012,1,26,3,7,0.6013658865758106,1.7499959710432882
2917,1,2012,1,26,3,7,2.269221273047326,2.7874403319524705
2918,1,2012,1,26,3,7,0.20176656490114755,1.6069788990514864
2919,1,2012,1,26,3,7,0.5080014834360684,1.6869215116658547
2920,1,2012,1,26,3,7,1.2717680246200564,2.2569469678110656
2921,1,2012,1,26,3,7,2.1470702475598284,2.7874403319524705
2922,1,2012,1,26,3,7,1.5769733820711067,2.3901916747553935
2923,1,2012,1,26,3,7,2.0772503118896726,2.7838079411111027
2924,1,2012,1,26,3,7,1.5499824502830102,2.3901916747553935
2925,1,2012,1,26,3,7,1.4546845484965025,2.3625996475051507
2926,1,2012,1,26,3,7,1.6714706947251896,2.530073540262882
2927,1,2012,1,26,3,7,0.6671682079257462,1.7665734801864261
2928,1,2012,1,26,3,7,1.4803341437174642,2.3695883234479505
2929,1,2012,1,26,3,7,2.553441029513546,2.7874403319524705
2930,1,2012,1,26,3,7,1.244741216684741,2.2300023775334332
2931,1,2012,1,26,3,7,2.183254885943654,2.7874403319524705
2932,1,2012,1,26,3,7,1.1066759022377188,2.0653110621993083
2933,1,2012,1,26,3,7,2.170257152192964,2.7874403319524705
2934,1,2012,1,26,3,7,1.607303357238858,2.449228819888181
2935,1,2012,1,26,3,7,2.0653223733521626,2.7838079411111027
2936,1,2012,1,26,3,7,0.0,1.6541838010934231
2937,1,2012,1,26,3,7,0.7350976021745258,1.8342225582086027
2938,1,2012,1,26,3,7,0.7503178677108251,1.8342225582086027
2939,1,2012,1,26,3,7,0.9166966502319206,1.9897104893608524
2940,1,2012,1,26,3,7,1.2102101737252953,2.2193199415928633
2941,1,2012,1,26,3,7,1.0378227968793392,1.9598083498662604
2942,1,2012,1,26,3,7,1.465184219004878,2.3690849448694835
2943,1,2012,1,26,3,7,1.342559976571668,2.2725617094597603
2944,1,2012,1,26,3,7,0.11164504327213162,1.6683646220790767
2945,1,2012,1,26,3,7,2.0060870116603158,2.752010683112708
2946,1,2012,1,26,3,7,0.5287320146689468,1.6925713656619281
2947,1,2012,1,26,3,7,1.5542478231172618,2.3901916747553935
2948,1,2015,3,20,4,23,1.0541838414658145,2.2280013858635206
2949,1,2015,3,20,4,23,2.091613459843471,2.7851378178103943
2950,1,2015,3,20,4,23,0.47310444175020644,1.729201287464567
2951,1,2013,12,14,5,3,2.4220042153171697,2.790446801818213
2952,1,2013,12,14,5,3,0.36420126875004466,1.740023325292865
2953,1,2014,4,14,0,7,1.2019865016177647,2.3015666622142725
2954,1,2014,4,14,0,7,1.6114409637097018,2.6029532426572177
2955,1,2015,5,21,3,7,0.9164426741898594,2.0885727640369636
2956,1,2011,8,30,1,16,1.0788294173558948,2.1593937698061247
2957,1,2011,8,30,1,16,1.3422529550112978,2.313556894293145
2958,1,2011,8,30,1,16,1.0972423376493772,2.1593937698061247
2959,1,2010,12,9,3,7,0.33730355065542855,1.631498670311041
2960,1,2010,12,9,3,7,2.2041161108239873,2.787879546385401
2961,1,2010,12,9,3,7,1.581111470227344,2.442308764649964
2962,1,2010,12,9,3,7,0.6646123911617748,1.8107223440215032
2963,1,2010,12,9,3,7,0.593126384514483,1.7995566729570216
2964,1,2010,12,9,3,7,1.4113311694579056,2.3639835310985036
2965,1,2010,12,9,3,7,1.3615068038523674,2.300295957743327
2966,1,2010,12,9,3,7,1.9945540159824195,2.7542999194968467
2967,1,2010,12,9,3,7,0.915102278456574,1.9455714330965506
2968,1,2010,12,9,3,7,1.8135989647670943,2.577159026411411
2969,1,2010,12,9,3,7,0.8722127848094546,1.9352130545954527
2970,1,2010,12,9,3,7,1.2679410487328668,2.2860748594447675
2971,1,2010,12,9,3,7,1.5301117023263995,2.434562994436979
2972,1,2010,12,9,3,7,0.7059329842881115,1.8387219598169384
2973,1,2010,12,9,3,7,1.5390797608959177,2.442308764649964
2974,1,2010,12,9,3,7,0.014571055000974886,1.5816440621060583
2975,1,2010,12,9,3,7,0.6936477683523262,1.8232383454873957
2976,1,2010,12,9,3,7,0.9783290737781549,1.9899173758922903
2977,1,2010,12,9,3,7,0.5501307324708458,1.748345488057567
2978,1,2010,12,9,3,7,0.663199995599749,1.8107223440215032
2979,1,2010,12,9,3,7,1.7506648768907154,2.5634474507333715
2980,1,2010,12,9,3,7,2.0709672084812736,2.787219321047745
2981,1,2010,12,9,3,7,2.3119424260034784,2.787879546385401
2982,1,2010,12,9,3,7,1.203258969620841,2.233728457811685
2983,1,2010,12,9,3,7,0.968234654272532,2.0090487800784165
2984,1,2010,12,9,3,7,0.8538869779784688,1.9173519094605855
2985,1,2010,12,9,3,7,0.612003574774355,1.8153567179292618
2986,1,2010,12,9,3,7,1.0969066920007347,2.094819237008676
2987,1,2010,12,9,3,7,0.9962964898157116,1.9875176257031324
2988,1,2010,12,9,3,7,0.04162405733801292,1.6426159375603981
2989,1,2010,12,9,3,7,1.0772751647809453,2.094819237008676
2990,1,2010,12,9,3,7,0.8200191470064025,1.903201407776092
2991,1,2010,12,9,3,7,1.095419251100403,2.094819237008676
2992,1,2010,12,9,3,7,0.8134051912139346,1.8847068917150809
2993,1,2010,12,9,3,7,1.4058055684845516,2.3639835310985036
2994,1,2010,12,9,3,7,1.3330078529533562,2.2787997607548665
2995,1,2010,12,9,3,7,0.7883989837438633,1.8556729383479205
2996,1,2010,12,9,3,7,1.3788597563663512,2.327245278927125
2997,1,2010,12,9,3,7,1.210313134042047,2.239066971612824
2998,1,2010,12,9,3,7,0.8291428607401506,1.8929534415008276
2999,1,2010,12,9,3,7,1.363764863686577,2.300295957743327
3000,1,2010,12,9,3,7,1.1293960805156196,2.138624053746407
3001,1,2010,12,9,3,7,0.8173932961703099,1.907993720795411
3002,1,2010,12,9,3,7,0.7675653109345185,1.8607349603482828
3003,1,2010,12,9,3,7,2.072147212186233,2.787219321047745
3004,1,2010,12,9,3,7,1.1409553947421678,2.1767666619096757
3005,1,2010,12,9,3,7,0.9038317639589497,1.9455714330965506
3006,1,2010,12,9,3,7,0.7654161571500399,1.8607349603482828
3007,1,2010,12,9,3,7,1.306562545023796,2.2860748594447675
3008,1,2010,12,9,3,7,0.9954607940274743,1.9875176257031324
3009,1,2010,12,9,3,7,1.3301101001770987,2.284088613397581
3010,1,2010,12,9,3,7,0.8600397164777376,1.9282428633656765
3011,1,2010,12,9,3,7,1.1963536966000246,2.214565285768774
3012,1,2010,12,9,3,7,1.4604513915564874,2.35848703304925
3013,1,2010,12,9,3,7,1.615915670820115,2.4875350332329362
3014,1,2010,12,9,3,7,0.5946788734641448,1.7995566729570216
3015,1,2010,12,9,3,7,0.8628062511714989,1.9282428633656765
3016,1,2010,12,9,3,7,0.6307935956437766,1.8302145487260135
3017,1,2010,12,9,3,7,0.6033171470967205,1.8174480557114308
3018,1,2010,12,9,3,7,0.7926921929175763,1.8556729383479205
3019,1,2010,12,9,3,7,0.5126798585240069,1.7609479383465743
3020,1,2010,12,9,3,7,0.935276650232352,1.9627757746982817
3021,1,2010,12,9,3,7,0.38072253357988073,1.6466462221578475
3022,1,2010,12,9,3,7,1.1763774182281468,2.184802657689143
3023,1,2010,12,9,3,7,0.6162118812063286,1.8312902549887335
3024,1,2010,12,9,3,7,0.8195515579937213,1.9076355734246435
3025,1,2010,12,9,3,7,2.3201948814860676,2.787879546385401
3026,1,2010,12,9,3,7,0.8403647300279945,1.9052600560472654
3027,1,2010,12,9,3,7,1.7813972415062884,2.555350875661114
3028,1,2010,12,9,3,7,3.0701856516609594,2.787879546385401
3029,1,2010,12,9,3,7,1.3927849420772447,2.353023842257479
3030,1,2010,12,9,3,7,0.8457973766838811,1.9173519094605855
3031,1,2010,12,9,3,7,0.5151719678113266,1.822980679461183
3032,1,2010,12,9,3,7,0.7510660092066508,1.8655655549409207
3033,1,2010,12,9,3,7,1.158302260275471,2.1767666619096757
3034,1,2010,12,9,3,7,1.2291994158876185,2.262861113162033
3035,1,2010,12,9,3,7,2.192560315019505,2.787879546385401
3036,1,2010,12,9,3,7,0.7209110147572144,1.8507099060812537
3037,1,2010,12,9,3,7,1.1138288311522981,2.1029593308183565
3038,1,2010,12,9,3,7,0.7369555012422406,1.8655655549409207
3039,1,2010,12,9,3,7,1.7524280315381893,2.555350875661114
3040,1,2010,12,9,3,7,1.2824024942814447,2.2860748594447675
3041,1,2010,12,9,3,7,0.943841344651119,1.9698121970591491
3042,1,2010,12,9,3,7,1.7915604137021732,2.548374100588924
3043,1,2010,12,9,3,7,0.9523682564068682,1.9698121970591491
3044,1,2010,12,9,3,7,2.9437514032204897,2.787879546385401
3045,1,2010,12,9,3,7,1.380890250971758,2.331968355826579
3046,1,2010,12,9,3,7,1.320766522824369,2.284088613397581
3047,1,2010,12,9,3,7,1.1957529827326188,2.214565285768774
3048,1,2010,12,9,3,7,0.5385824676956016,1.748345488057567
3049,1,2010,12,9,3,7,0.9048785086555562,1.9455714330965506
3050,1,2010,12,9,3,7,1.69251891217256,2.5500883848120153
3051,1,2010,12,9,3,7,1.1005343596459718,2.094819237008676
3052,1,2010,12,9,3,7,2.499647991743676,2.787879546385401
3053,1,2010,12,9,3,7,1.0005690731364745,1.9875176257031324
3054,1,2010,12,9,3,7,1.1203131220568983,2.1070037330269638
3055,1,2010,12,9,3,7,1.683943669699597,2.5318623035484498
3056,1,2010,12,9,3,7,1.4235130829113085,2.364634098635197
3057,1,2010,12,9,3,7,1.128081319442525,2.138624053746407
3058,1,2010,12,9,3,7,1.7607762907146312,2.555350875661114
3059,1,2010,12,9,3,7,1.120383213474732,2.1070037330269638
3060,1,2010,12,9,3,7,1.6121271489010633,2.4803930426290073
3061,1,2010,12,9,3,7,1.5428719375281106,2.442308764649964
3062,1,2010,12,9,3,7,0.9376974272885503,1.9627757746982817
3063,1,2010,12,9,3,7,2.0600062803353483,2.787219321047745
3064,1,2010,12,9,3,7,0.9914778492879417,1.9875176257031324
3065,1,2010,12,9,3,7,1.6969669212960299,2.5500883848120153
3066,1,2010,12,9,3,7,0.8334557517241592,1.8929534415008276
3067,1,2010,12,9,3,7,2.4555533878348896,2.787879546385401
3068,1,2010,12,9,3,7,1.3216322153556184,2.284088613397581
3069,1,2010,12,9,3,7,1.0349370702708336,1.9829312010587783
3070,1,2010,12,9,3,7,1.0953680793047635,2.094819237008676
3071,1,2010,12,9,3,7,1.3636635317880603,2.300295957743327
3072,1,2010,12,9,3,7,1.209772580287725,2.239066971612824
3073,1,2010,12,9,3,7,1.751895136128823,2.555350875661114
3074,1,2010,12,9,3,7,0.6726171691242225,1.8286227985540584
3075,1,2010,12,9,3,7,1.2209912345880911,2.262861113162033
3076,1,2010,12,9,3,7,2.9590228594588224,2.787879546385401
3077,1,2010,12,9,3,7,1.0938081116967622,2.094819237008676
3078,1,2010,12,9,3,7,0.7403562915798504,1.8655655549409207
3079,1,2010,12,9,3,7,1.4916464657998003,2.3864302115348313
3080,1,2010,12,9,3,7,0.8245231073405722,1.9028186897142623
3081,1,2010,12,9,3,7,0.9289176271265404,1.974101252495396
3082,1,2010,12,9,3,7,0.6836746188938865,1.817309351429012
3083,1,2010,12,9,3,7,1.4033860199080572,2.363744372126264
3084,1,2010,12,9,3,7,1.235564413659311,2.2719074194645286
3085,1,2010,12,9,3,7,1.4186361597230936,2.364634098635197
3086,1,2010,12,9,3,7,0.950826327321676,1.9698121970591491
3087,1,2010,12,9,3,7,0.8799953095375853,1.954893718203953
3088,1,2010,12,9,3,7,1.53368892369485,2.442308764649964
3089,1,2010,12,9,3,7,0.8799325888793026,1.954893718203953
3090,1,2011,9,25,6,13,1.1417039439456684,2.186419079306668
3091,1,2011,9,25,6,13,1.0796503396309816,2.1386155023315006
3092,1,2011,9,25,6,13,1.2597234278464309,2.2822347627435566
3093,1,2011,9,25,6,13,1.7707440121647433,2.598757719386574
3094,1,2011,9,25,6,13,0.8376535606469281,1.934020285767797
3095,1,2012,9,8,5,4,2.310849925888897,2.7778969237833504
3096,1,2012,5,8,1,3,2.32584565390754,2.7890237140681737
3097,1,2012,5,8,1,3,0.7480963355057293,1.865530290992977
3098,1,2012,5,8,1,3,2.0827653877113317,2.73727961445815
3099,1,2012,5,8,1,3,1.335686683093519,2.26366535220169
3100,1,2012,5,8,1,3,1.9997568467271754,2.7615524777115272
3101,1,2012,5,8,1,3,1.2813611724835534,2.258101390308836
3102,1,2012,5,8,1,3,0.9179834715599053,1.9897104893608524
3103,1,2012,5,8,1,3,0.7506868304908534,1.865530290992977
3104,1,2012,5,8,1,3,2.110609344488132,2.794445900674778
3105,1,2010,10,6,2,21,0.7922549862450312,1.9012154025719792
3106,1,2010,10,6,2,21,1.1197003198591005,2.1313888476938967
3107,1,2010,10,6,2,21,1.4379685385279097,2.275915180473775
3108,1,2010,10,6,2,21,0.8607035270993044,1.9595383461175004
3109,1,2010,10,6,2,21,1.0141320695010008,2.0612527070459334
3110,1,2014,5,17,5,2,1.6777861842905146,2.629953282998404
3111,1,2009,7,31,4,7,0.5122370739708485,1.7638832727278477
3112,1,2009,7,31,4,7,0.0642863417882891,1.8998523516623285
3113,1,2012,3,6,1,7,1.475312439558523,2.3736245924806023
3114,1,2009,1,29,3,22,1.6442845925818752,2.527924802920898
3115,1,2013,3,17,6,12,0.8642330967127472,2.0867497806105972
3116,1,2014,6,18,2,9,1.8625027922051187,2.7660088458531162
3117,1,2011,9,21,2,13,0.9906364568237116,2.0563959704948593
3118,1,2011,9,21,2,13,1.15323969160008,2.186151809982437
3119,1,2011,9,21,2,13,1.0552991096131001,2.1474412045159363
3120,1,2011,9,21,2,13,3.1029921674774825,2.781348095826825
3121,1,2015,3,12,3,19,2.1615540440985264,2.788155636146856
3122,1,2015,3,12,3,19,2.642064432963615,2.788155636146856
3123,1,2015,3,12,3,19,0.9959060626833737,2.222591121107159
3124,1,2015,3,12,3,19,1.632852156029356,2.6634888920512516
3125,1,2014,1,18,5,17,0.8921980723105258,2.103590321808826
3126,1,2014,1,18,5,17,0.6600549932290526,1.8892460467579621
3127,1,2014,1,18,5,17,1.7656961738576984,2.7460314140712647
3128,1,2014,1,18,5,17,1.5494460902734533,2.588858409528595
3129,1,2011,4,5,1,1,1.6942446183031696,2.5263294333878883
3130,1,2011,4,5,1,1,1.7306100064219145,2.5701931085100345
3131,1,2011,9,4,6,1,1.9524877067194746,2.7660124834411324
3132,1,2010,8,9,0,8,1.4650915339033042,2.360598274539978
3133,1,2010,8,9,0,8,1.1934257258983025,2.171771233090625
3134,1,2010,8,9,0,8,1.7143283411189627,2.5464676486694873
3135,1,2010,8,9,0,8,2.1296969826033734,2.770155874662127
3136,1,2010,8,9,0,8,1.3334234891931114,2.272247874027019
3137,1,2010,3,27,5,7,0.6136661652064765,1.759293389095533
3138,1,2011,11,16,2,12,1.056401295928477,2.1474412045159363
3139,1,2011,11,16,2,12,0.7048179284924858,1.8972117374232913
3140,1,2011,11,16,2,12,3.0948725071305434,2.780972220574354
3141,1,2009,10,29,3,10,1.2119390846198679,2.235380423545531
3142,1,2009,10,29,3,10,1.4749039499389305,2.4213810676224368
3143,1,2015,2,1,6,0,2.0086826233936237,2.763844417063627
3144,1,2015,2,1,6,0,1.3328659546816402,2.363848408317982
3145,1,2015,2,1,6,0,1.060744457673231,2.2043720477474835
3146,1,2015,2,1,6,0,1.1790059665010468,2.2658147173555214
3147,1,2015,2,1,6,0,1.5514961404357193,2.5823123299969875
3148,1,2014,4,3,3,2,0.9910737765168501,2.1416505576342875
3149,1,2010,7,4,6,3,2.2870291814257473,2.7175979702496575
3150,1,2009,3,31,1,23,1.1795373334604684,2.1571765270341188
3151,1,2009,3,31,1,23,2.3984842185716126,2.7850292704747797
3152,1,2009,3,31,1,23,1.7885158079214802,2.6016456049176813
3153,1,2012,2,2,3,0,0.880764742959083,1.9930166324183323
3154,1,2012,2,2,3,0,0.8883478398583132,1.9930166324183323
3155,1,2012,2,2,3,0,2.013271409153364,2.7789606024000655
3156,1,2012,2,2,3,0,1.816259816158604,2.6589248624642345
3157,1,2014,1,26,6,15,1.1134257886472274,2.2780094118199052
3158,1,2012,2,14,1,15,0.7205359681403735,1.8924536919252823
3159,1,2012,2,14,1,15,0.738645509797514,1.868982327448655
3160,1,2012,2,14,1,15,1.1821518450726312,2.2082580563870366
3161,1,2012,2,14,1,15,0.9714148163254569,2.027274821456371
3162,1,2011,12,6,1,11,1.929800534140866,2.7204768238143706
3163,1,2011,12,6,1,11,0.8110891616826434,1.9496339859024756
3164,1,2011,7,12,1,19,1.8601233657038165,2.672025629147235
3165,1,2011,7,12,1,19,1.4463967891857985,2.353743341380929
3166,1,2011,7,12,1,19,1.0867986686326399,2.15135276284682
3167,1,2010,9,16,3,14,1.050374972235914,2.0895677683964595
3168,1,2010,9,16,3,14,1.5107518405179112,2.444696973574099
3169,1,2010,9,16,3,14,1.4181088406703128,2.4144137814876565
3170,1,2010,9,16,3,14,1.6044553867707974,2.4694686380306794
3171,1,2014,6,11,2,1,1.4386297094854297,2.5020661814641536
3172,1,2013,5,18,5,15,1.2948600470731868,2.410006948781483
3173,1,2013,5,18,5,15,1.1215552676824878,2.2964941407893904
3174,1,2015,2,14,5,20,1.2688888378397736,2.3691868859050174
3175,1,2015,2,14,5,20,1.0283893176413625,2.1602423758567477
3176,1,2015,2,14,5,20,0.549469721108057,1.8145876777290653
3177,1,2009,1,22,3,12,0.9384893336196904,1.975538685847981
3178,1,2011,4,23,5,21,0.5334557207166636,1.7049626769361257
3179,1,2013,9,1,6,17,0.4999457795458678,1.8859613135073785
3180,1,2013,9,1,6,17,0.9149133608637953,2.1479183606226186
3181,1,2013,4,22,0,13,1.8317984860560435,2.7599432491018
3182,1,2013,4,22,0,13,1.232265662994791,2.370017415201127
3183,1,2013,4,22,0,13,0.8960994133472286,2.141023446294072
3184,1,2015,2,21,5,18,0.5027268402053067,1.7924853669899876
3185,1,2009,4,23,3,0,2.422385309200019,2.785438305048936
3186,1,2009,4,23,3,0,1.3802402874206772,2.3160770073006893
3187,1,2012,5,28,0,5,2.6960205662198304,2.7784538379509787
3188,1,2010,1,3,6,20,1.9418233703430505,2.7322553175581263
3189,1,2013,3,9,5,21,1.6708884619712736,2.6818261130945973
3190,1,2013,3,9,5,21,1.0567995723169963,2.197198821487886
3191,1,2011,4,21,3,8,0.47264746363896765,1.6588314981914305
3192,1,2011,2,20,6,9,2.4967071425245857,2.715961331114047
3193,1,2011,2,20,6,9,1.221993274293749,2.1741883440806027
3194,1,2010,7,22,3,9,1.126040225086755,2.1485957742394826
3195,1,2010,7,22,3,9,0.8987402792815276,1.9677791279931758
3196,1,2010,7,22,3,9,1.3563485056787443,2.2879901411443964
3197,1,2011,1,24,0,20,1.591991904062806,2.4456664990882855
3198,1,2013,7,22,0,15,1.3748530758905109,2.458016685332281
3199,1,2013,7,22,0,15,0.4144509562588025,1.7371945242065465
3200,1,2013,7,22,0,15,2.2881375024541084,2.7806025648407706
